"shipping_date","seller_name","buyer_name","buyer_address","buyer_city","buyer_zipcode","kode_resi"
"2022-12-06","Rahsa Nusantara Official","Darwin Soegiatto","Jl Industri XXIV 988-989","Kota Solo","15213","10694202212052022120677316"
"2022-12-06","majafashionhouse","Amalia Aristiningsih","Jl Gn Sahari 51/12 A","Jakarta Barat","16325","1070120221203202212067187"
"2022-12-06","X-Urband Official","Christian Nainggolan","Jl Raya Ciracas 4","Jakarta Pusat","15285","9693202212042022120659124"
"2022-12-06","Modejacloth","Johanes Herkiamto","Jl Raya Kalimalang 1","Jakarta Selatan","16882","100192022120320221206122137"
"2022-12-06","Apotek Provita","Emil Abeng","Jl Kutisari Raya 12","Kota Pasuruan","16049","10757202212032022120697304"
"2022-12-06","Aerostreet","Bismarka Kurniawan","Jl Batu 1","Jakarta Pusat","16516","10366202212042022120651120"
"2022-12-06","Armor_Shop","Basuiki Puspoputro","Jl Kb Jati C-14/54","Kota Bandung","17064","11024202212052022120624265"
"2022-12-06","Markotashop","Johana Poedjokerto","Jl KH Zainul Arifin 35","Jakarta Selatan","15151","99472022120520221206121189"
"2022-12-06","inayafashion","Muhammad Agus","Jl Balai Rakyat 3 RT 001/01","Jakarta Selatan","16710","97192022120320221206125178"
"2022-12-06","naomystore","Evie Raviana","Jl Tmn Duta Mas Bl B-4/2","Jakarta Pusat","15274","103452022120420221206105149"
"2022-12-06","Livehaf Official","Benny Tenges","Jl Gn Rahayu 1 A","Kota Bandung","16993","9962202212042022120640123"
"2022-12-06","Apotek Dear Farma Medan Baru","Execorp Limited","Jl Raden Saleh Ruko Metro Permata Bl A-2/33","Jakarta Pusat","15758","108072022120420221206107269"
"2022-12-06","A2F_STORE","Darwin Leo","Jl Cikini Raya 8","Jakarta Pusat","16509","9993202212042022120675213"
"2022-12-06","ecinos","Christiana Halim","Jl Mampang Prapatan Raya 18","Jakarta Pusat","17224","9967202212032022120663193"
"2022-12-06","ind_jaket999","Andi Zainal A. Dulung","Jl Pagesangan IV 41","Kota Pasuruan","16529","10820202212032022120617147"
"2022-12-06","Make Over Official Shop","Benny Tenges","Jl Gn Rahayu 1 A","Kota Bandung","16993","10566202212042022120640224"
"2022-12-06","JOYKO Official","Darminto","Jl Sukanagara 21","Kota Bandung","16297","1029820221205202212067199"
"2022-12-06","Putra Jaya 88","Darwin Sutanto","Jl Cilincing Raya 43 A","Jakarta Pusat","17010","1002620221205202212067813"
"2022-12-06","Wardah Official","Johana Poedjokerto","Jl KH Zainul Arifin 35","Jakarta Selatan","15151","108362022120320221206121251"
"2022-12-06","Herbalindo Citra Mandiri","Muddai Madang","Jl Nibung Raya 129","Sumatera Utara","16421","102592022120420221206123293"
"2022-12-06","Miisoo Official Shop","Benjamin Subrata","Jl Empu Sendok 30","Jakarta Selatan","16045","97682022120520221206365"
"2022-12-06","Livehaf Official","Beata Ida Hartono","Jl Tj Batu 21 J/11","Kota Pasuruan","16975","10247202212032022120628123"
"2022-12-06","Maybelline Official Shop","Edy Kosasih","Jl Pd Kelapa Raya Bl BI-4 B-C RT 005/04 Pondok Kelapa","Jakarta Selatan","16647","10236202212032022120682253"
"2022-12-06","Apotek Sami Sehat Delanggu","Johan Tandean","Jl Raya Kebayoran Lama Permata Kebayoran Plaza Bl A/12","Jakarta Barat","15719","97892022120320221206120306"
"2022-12-06","DELTONS Official Store","BENNY IRSJAD","Jl Dr Setiabudhi 315","Jakarta Selatan","15258","1064020221204202212063894"
"2022-12-06","mandjur","Benjamin Subrata","Jl Empu Sendok 30","Jakarta Selatan","16045","9793202212032022120636285"
"2022-12-06","Apotek Rio Bekasi Selatan","Betty Ang","Jl Kakap III 25","Jakarta Selatan","17260","10215202212042022120645284"
"2022-12-06","Maximum Chemical","JENNY WIDJAJA","Jl Hayam Wuruk 120","Jakarta Barat","15841","105682022120520221206116270"
"2022-12-06","Livehaf Official","Beng Phiau","Jl Baskara Sari 92","Kota Pasuruan","17038","10884202212042022120634123"
"2022-12-06","Apotek Century Permata","Emily Stephana Djauhari","Jl Tabanas 22 Kompl Bank","Jakarta Pusat","17000","10537202212032022120698302"
"2022-12-06","Suplementory Official","Ance Anggraeny","Jl Garuda Dlm I Bl B/47","Kota Bandung","16576","10642202212052022120611297"
"2022-12-06","Livehaf Official","Darminto Hartono","Jl Setiabudi 186","Kota Bandung","17151","9820202212052022120672123"
"2022-12-06","desiree","Anak Agung Gde Agung","Jl Sisingamangaraja Km 5.5/10","Sumatera Utara","16555","989920221203202212069196"
"2022-12-06","Anggi Colection Shop","Belinda Natalia Tanoko","Jl Kutisari Raya 12","Kota Pasuruan","16899","10145202212052022120631169"
"2022-12-06","Apotek Rio Bekasi Selatan","Darwin Silalahi","Jl Banyumanik Raya 77","Kota Solo","17056","10929202212052022120676284"
"2022-12-06","Apotek Sehat Kota Batu","Andang Bachtiar","Jl Kedoya Akasia V Bl B/6 RT 006/04","Jakarta Utara","15394","10626202212032022120612290"
"2022-12-06","gotasa","Andi Pravidia Saliman","Jl Angkasa Bl B-7/8","Jakarta Utara","15829","10590202212032022120616208"
"2022-12-06","DUMA Official","Bobby Iman Satrio","Jl Kom L Yos Sudarso 27","Jakarta Pusat","15391","9840202212032022120655174"
"2022-12-06","Rumix","Bob Yanuar","Jl Percetakan Negara II 24","Jakarta Pusat","16675","984120221203202212065363"
"2022-12-06","UTAMA_ELECTRONIC","Evert Jimmy Lengkong","Jl Jend Urip Sumohardjo 31 E","Jakarta Pusat","17061","10100202212042022120610112"
"2022-12-06","AlteaCare Official Store","David Alexander Yuwono","Jl Dr Cipto 48 A","Kota Solo","15318","10987202212052022120680310"
"2022-12-07","BEAUTYHAULINDO","Ewik Hendri","Jl Jawa V Bl C/24","Jakarta Pusat","16677","110072022120420221207106243"
"2022-12-07","loekita grosir","Christiana Halim","Jl Mampang Prapatan Raya 18","Jakarta Pusat","17224","11010202212042022120763195"
"2022-12-07","Apotek Rejeki Tomang Grogol Petamburan","Andi Pravidia Saliman","Jl Angkasa Bl B-7/8","Jakarta Utara","15829","9956202212052022120716279"
"2022-12-07","Suplementory Official","Amaluddin Djambak","Jl Raya Kosambi 8","Jakarta Barat","15683","1058320221206202212078297"
"2022-12-07","Herbal Store Bharata","Allan Tjahja Tjao","Jl Denai 40","Sumatera Utara","15934","1046720221205202212071294"
"2022-12-07","TheStore Collection","Evie Raviana","Jl Tmn Duta Mas Bl B-4/2","Jakarta Pusat","15274","104652022120620221207105141"
"2022-12-07","AlteaCare Official Store","Muhammad Agus","Jl Balai Rakyat 3 RT 001/01","Jakarta Selatan","16710","104312022120620221207125310"
"2022-12-07","Apotek Labora Jaya","Muhammad Aksa Mahmud","Jl Raya Semarang-Purwodadi Km 17 Semarang","Kota Solo","15494","107252022120420221207126296"
"2022-12-07","Sora Knit","Elsa Djauhari","Jl Ngagel Tirtosari 19","Kota Pasuruan","16072","10762202212042022120792203"
"2022-12-07","PAKAN LOVEBIRD MBOK DEWI","Andi Achmad Dara","Jl Sumagung III Kav Bulak K/5","Jakarta Utara","16681","10769202212042022120714132"
"2022-12-07","SORU Indonesia","Evie Raviana","Jl Tmn Duta Mas Bl B-4/2","Jakarta Pusat","15274","972020221205202212071053"
"2022-12-07","Apotek Century Sunter Tanjung Priok","Benjamin Subrata","Jl Empu Sendok 30","Jakarta Selatan","16045","10343202212062022120736298"
"2022-12-07","JOYKO Official","Beatrice El","Jl Tambak Anakan 9","Kota Pasuruan","17022","1031920221206202212072999"
"2022-12-07","Glodok Shop Elektronik","Edy Kusnadi","Jl Depsos Raya 42 B RT 008/01","Jakarta Selatan","17100","1031420221205202212078371"
"2022-12-07","Make Over Official Shop","Darmansjah Darsono","Jl Bantir 10 50651","Kota Solo","15323","10567202212052022120769224"
"2022-12-07","Lynfashionista","Benjamin Subrata","Jl Empu Sendok 30","Jakarta Selatan","16045","10286202212042022120736183"
"2022-12-07","SanRes","Benjamin Subrata","Jl Empu Sendok 30","Jakarta Selatan","16045","10281202212052022120736142"
"2022-12-07","Wardah Official","Bayu Irianto","Jl Soka 24","Kota Bandung","16999","9763202212042022120725251"
"2022-12-07","Beauty is Here","Beny Haryanto","Jl Karbela Brt 9 RT 004/04","Jakarta Selatan","17216","10224202212062022120742232"
"2022-12-07","Livehaf Official","Christian Nainggolan","Jl Raya Ciracas 4","Jakarta Pusat","15285","10211202212042022120759123"
"2022-12-07","play with kiddos","Darwin Soegiatto","Jl Industri XXIV 988-989","Kota Solo","15213","10201202212052022120777113"
"2022-12-07","AlteaCare Official Store","Hiswara Natawindjaja","Jl Raya Cakung Cilincing Gud Inkopal","Jakarta Barat","17159","108892022120620221207112310"
"2022-12-07","Deli office automative","Andhika Anindyaguna Hermanto","Jl Iskandarsyah II 2 Pasaraya Blok M","Jakarta Utara","15174","1017920221206202212071364"
"2022-12-07","Eternalworks","Eka Sinto Kasih Tjia","Jl Sri Tanjung Pd Wage Indah F/17-19","Kota Pasuruan","15430","10162202212042022120790165"
"2022-12-07","Derossa store","Bob Yanuar","Jl Percetakan Negara II 24","Jakarta Pusat","16675","9819202212052022120753140"
"2022-12-07","Apotek Century Sunter Tanjung Priok","Edy Susanto","Jl Gaperta Ujung 58","Sumatera Utara","16887","10918202212062022120784298"
"2022-12-07","FZR3","Muhammad Aksa Mahmud","Jl Raya Semarang-Purwodadi Km 17 Semarang","Kota Solo","15494","109282022120520221207126116"
"2022-12-07","Guele Id","Christanto Santoso","JL. Kesehatan No. 3","Kota Sorong","17104","10126202212042022120756255"
"2022-12-07","GIZIDAT Official","Hioe Isenta and Ivy Lianawati","Jl Raya Alternatif Cibubur 23","Jakarta Pusat","17067","109412022120420221207110317"
"2022-12-07","Quantum Home Appliances","Darmansjah Darsono","Jl Bantir 10 50651","Kota Solo","15323","984320221205202212076918"
"2022-12-07","Deli office automative","Darmadi Karjanto Putro","Jl Pinangsia III/15","Jakarta Pusat","17167","1010720221204202212076864"
"2022-12-07","Livehaf Official","Darwin Leo","Jl Cikini Raya 8","Jakarta Pusat","16509","10954202212052022120775123"
"2022-12-07","Razient","Darminto","Jl Sukanagara 21","Kota Bandung","16297","10085202212052022120771112"
"2022-12-07","lapak atk","Bengt Carl Gustav Thornberg","Jl Arteri Mangga Dua Raya Pus Perdag Psr Pagi Mangga Dua Bl B/132","Jakarta Selatan","16702","986120221206202212073592"
"2022-12-07","aldiano22 shop","Execorp Limited","Jl Raden Saleh Ruko Metro Permata Bl A-2/33","Jakarta Pusat","15758","10060202212052022120710788"
"2022-12-07","Apotek Sana Farma Majapahit","Johan Tandean","Jl Raya Kebayoran Lama Permata Kebayoran Plaza Bl A/12","Jakarta Barat","15719","100542022120420221207120308"
"2022-12-07","Livehaf Official","Muhammad Alatas","Jl Psr Blauran Baru C/3","Kota Pasuruan","16687","100352022120520221207127123"
"2022-12-07","OPI Official","Eka Sinto Kasih Tjia","Jl Sri Tanjung Pd Wage Indah F/17-19","Kota Pasuruan","15430","11054202212062022120790200"
"2022-12-07","ChinaTown","Andang Bachtiar","Jl Kedoya Akasia V Bl B/6 RT 006/04","Jakarta Utara","15394","990320221206202212071238"
"2022-12-07","Apotek Aulia Bekasi Utara","JENNY WIDJAJA","Jl Hayam Wuruk 120","Jakarta Barat","15841","99092022120520221207116289"
"2022-12-07","Quantum Home Appliances","Bobby Iman Satrio","Jl Kom L Yos Sudarso 27","Jakarta Pusat","15391","1099420221206202212075518"
"2022-12-07","SANSAN_TOOLS","BEATRICE EL","Jl Kb Jeruk 10","Jakarta Selatan","17233","1001320221205202212073051"
"2022-12-07","j--fashion","Emil Abeng","Jl Kutisari Raya 12","Kota Pasuruan","16049","10009202212062022120797217"
"2022-12-07","Apotek Sumber Sehat 1","Bernadette Ruth Irawati","Jl Rempoa Raya 45","Jakarta Selatan","16145","10007202212042022120743303"
"2022-12-07","MAP.Store","Evie Raviana","Jl Tmn Duta Mas Bl B-4/2","Jakarta Pusat","15274","9942202212052022120710549"
"2022-12-07","House of Smith Official","Benjamin Subrata","Jl Empu Sendok 30","Jakarta Selatan","16045","11001202212042022120736118"
"2022-12-08","CARTEXBLANCHE","Ance Anggraeny","Jl Garuda Dlm I Bl B/47","Kota Bandung","16576","10612202212062022120811209"
"2022-12-08","vesper","Benjamin Subrata","Jl Empu Sendok 30","Jakarta Selatan","16045","1016420221206202212083621"
"2022-12-08","YOU Beauty Official","Christian Sandy Rachmat","Jl Tmn Surya","Jakarta Pusat","15476","10172202212062022120861225"
"2022-12-08","Apotek Kenaiban","Amalia","Jl Paseban 3 C","Jakarta Barat","16456","995820221206202212086312"
"2022-12-08","Armor_Shop","Bayu Prawitasari","Jl Rajawali 24","Sumatera Utara","16282","10869202212062022120826265"
"2022-12-08","INTI MEDIKA STORE","Christian Leuchtenberg","Jl Puri Agung Mal Puri Indah Unit IU/1 C","Jakarta Pusat","17209","10248202212052022120858282"
"2022-12-08","NOSH","Johanes Herkiamto","Jl Raya Kalimalang 1","Jakarta Selatan","16882","108422022120520221208122214"
"2022-12-08","Rose All Day Cosmetics","Christiana Halim","Jl Mampang Prapatan Raya 18","Jakarta Pusat","17224","9757202212062022120863254"
"2022-12-08","Pixy Official Store","Bob Yanuar","Jl Percetakan Negara II 24","Jakarta Pusat","16675","10564202212072022120853229"
"2022-12-08","YOU Beauty Official","Hioe Isenta","Jl Pekayon 4","Jakarta Barat","16966","99102022120520221208109225"
"2022-12-08","Monellina Fashion","Benny Tjokrosapoetro","Jl Cideng Tmr 38","Jakarta Selatan","15744","10025202212062022120841179"
"2022-12-08","loekita grosir","Darjoto Setyawan","Jl Stasiun 30 Kel Tanjung Gusta","Sumatera Utara","17130","10300202212062022120867195"
"2022-12-08","play with kiddos","Bayu Prawitasari","Jl Rajawali 24","Sumatera Utara","16282","10024202212052022120826113"
"2022-12-08","AINUN17 SHOP","Basuiki Puspoputro","Jl Kb Jati C-14/54","Kota Bandung","17064","1035520221207202212082472"
"2022-12-08","PINZY Official Store","Darwin Soegiatto","Jl Industri XXIV 988-989","Kota Solo","15213","1077520221205202212087711"
"2022-12-08","Y&S Collections","Andhika Anindyaguna Hermanto","Jl Iskandarsyah II 2 Pasaraya Blok M","Jakarta Utara","15174","9710202212052022120813210"
"2022-12-08","F2_Sweater","Basuiki Puspoputro","Jl Kb Jati C-14/54","Kota Bandung","17064","10365202212062022120824181"
"2022-12-08","DELTONS Official Store","Beny Haryanto","Jl Karbela Brt 9 RT 004/04","Jakarta Selatan","17216","1037320221206202212084294"
"2022-12-08","STUDIO TROPIK","Eiffel Tedja","Jl Kwitang Raya 8 Ged Senatama","Jakarta Pusat","16366","10375202212062022120889226"
"2022-12-08","Guele Id","Bengt Carl Gustav Thornberg","Jl Arteri Mangga Dua Raya Pus Perdag Psr Pagi Mangga Dua Bl B/132","Jakarta Selatan","16702","10754202212052022120835255"
"2022-12-08","fuishop","Johan Tandean","Jl Raya Kebayoran Lama Permata Kebayoran Plaza Bl A/12","Jakarta Barat","15719","107312022120520221208120260"
"2022-12-08","Solusi Fingerprint","Eiffel Tedja","Jl Kwitang Raya 8 Ged Senatama","Jakarta Pusat","16366","1069520221205202212088966"
"2022-12-08","Kastil Drakula","Evi Wikarsa","Jl Dewi Sartika 357 C","Jakarta Pusat","15415","10499202212062022120810384"
"2022-12-08","look180","Johana Poedjokerto","Jl KH Zainul Arifin 35","Jakarta Selatan","15151","110182022120720221208121172"
"2022-12-08","Lancar Jaya Store","Benjamin Wong Siong Yuit","Jl Kenyeri","Kota Denpasar","15743","1101220221205202212083778"
"2022-12-08","luxcrime","Edy Kosasih","Jl Pd Kelapa Raya Bl BI-4 B-C RT 005/04 Pondok Kelapa","Jakarta Selatan","16647","9657202212072022120882227"
"2022-12-08","PINZY Official Store","Johanes Herkiamto","Jl Raya Kalimalang 1","Jakarta Selatan","16882","9656202212072022120812211"
"2022-12-08","Anggi Colection Shop","Muhammad Aksa Mahmud","Jl Raya Semarang-Purwodadi Km 17 Semarang","Kota Solo","15494","105042022120720221208126169"
"2022-12-08","Graha Printing","Johan Soedibjo","Jl Probolinggo 5","Jakarta Barat","17273","9988202212072022120811882"
"2022-12-08","Make Over Official Shop","Benny Tjokrosapoetro","Jl Cideng Tmr 38","Jakarta Selatan","15744","10505202212052022120841224"
"2022-12-08","gotasa","BELLYANAWATY BUDIMAN","Jl Pangkalan","Jakarta Selatan","15508","9934202212072022120832208"
"2022-12-08","X-Urband Official","Christian Leuchtenberg","Jl Puri Agung Mal Puri Indah Unit IU/1 C","Jakarta Pusat","17209","11017202212052022120858124"
"2022-12-08","SUN INDONESIA","Ance Anggraeny","Jl Garuda Dlm I Bl B/47","Kota Bandung","16576","1065920221207202212081183"
"2022-12-08","KremlinOfficial","ELVIN TJANDRA","Jl Tebet Tmr Dalam 7-I/5","Jakarta Pusat","16610","10001202212052022120893122"
"2022-12-08","Beauty is Here","Muhammad Alatas","Jl Psr Blauran Baru C/3","Kota Pasuruan","16687","99392022120720221208127232"
"2022-12-08","inayafashion","Edy Kusnadi","Jl Depsos Raya 42 B RT 008/01","Jakarta Selatan","17100","11063202212062022120883178"
"2022-12-08","KremlinOfficial","Execorp Limited","Jl Raden Saleh Ruko Metro Permata Bl A-2/33","Jakarta Pusat","15758","109682022120620221208107122"
"2022-12-08","Livehaf Official","Christanto Santoso","JL. Kesehatan No. 3","Kota Sorong","17104","10077202212062022120856123"
"2022-12-08","Inez Official Store","Andre Johannes Mamuaya","Jl Arjuna III/15","Jakarta Selatan","15636","10082202212062022120820256"
"2022-12-08","Belanja Elektronik","Johan Soedibjo","Jl Probolinggo 5","Jakarta Barat","17273","1052520221205202212081188"
"2022-12-08","X-Urband Official","Bernadette Ruth Irawati","Jl Rempoa Raya 45","Jakarta Selatan","16145","11093202212062022120843124"
"2022-12-08","play with kiddos","Anak Agung Gde Agung","Jl Sisingamangaraja Km 5.5/10","Sumatera Utara","16555","985320221206202212089113"
"2022-12-08","Sido Muncul Store","Christiana Niowni","Jl Peta 62","Kota Bandung","17147","10091202212052022120864276"
"2022-12-08","lbagstore","Christian Dieter Scholz","Jl Tmn Sari Raya 5 D","Jakarta Pusat","16817","1012120221207202212085710"
"2022-12-08","SORU Indonesia","Darminto","Jl Sukanagara 21","Kota Bandung","16297","109042022120620221208713"
"2022-12-09","LUXEWARES","Darmo Suwito Barwin","Jl Jelambar Ilir 2","Jakarta Pusat","15353","1056220221208202212097319"
"2022-12-09","UTAMA_ELECTRONIC","Bayu Irianto","Jl Soka 24","Kota Bandung","16999","1058220221208202212092512"
"2022-12-09","Apotek Sami Sehat Delanggu","Johanes Herkiamto","Jl Raya Kalimalang 1","Jakarta Selatan","16882","96702022120720221209122306"
"2022-12-09","perfect beauty","Aluinanto Sandjojo","Jl Inspeksi Saluran Kalimalang 9 A-B","Jakarta Pusat","16035","974420221207202212092236"
"2022-12-09","Energi Herbals","Isenta Hioe","Jl Mandiri 9","Jakarta Barat","17224","97452022120720221209114262"
"2022-12-09","Apotek Aulia Bekasi Utara","Amalia","Jl Paseban 3 C","Jakarta Barat","16456","980320221206202212096289"
"2022-12-09","Mireya Cosmetics","Amaluddin Djambak","Jl Raya Kosambi 8","Jakarta Barat","15683","983420221206202212098250"
"2022-12-09","play with kiddos","Evi Hamdani","Jl Senen Raya Proy Senen Bl IV P-4/11","Jakarta Pusat","16417","98462022120720221209102113"
"2022-12-09","lbagstore","Christian Dieter Scholz","Jl Tmn Sari Raya 5 D","Jakarta Pusat","16817","986820221207202212095710"
"2022-12-09","Make Over Official Shop","BELLYANAWATY BUDIMAN","Jl Pangkalan","Jakarta Selatan","15508","11068202212062022120932224"
"2022-12-09","Apotek Apollo Surabaya","Christian Sandy Rachmat","Jl Tmn Surya","Jakarta Pusat","15476","9884202212082022120961301"
"2022-12-09","Bizmarts","Benny Setiawan","Jl CiKota Denpasargo 225","Jakarta Selatan","16697","11058202212072022120939280"
